6.847561969999999576e+01,2.244596319999999853e-02,1.160267430000000016e-01,2.050240289999999994e-09,9.691724189999999517e-01,5.000000000000000278e-02
6.847561969999999576e+01,2.244596319999999853e-02,1.160267430000000016e-01,2.050240289999999994e-09,9.691724189999999517e-01,5.000000000000000278e-02
6.847561969999999576e+01,2.244596319999999853e-02,1.160267430000000016e-01,2.050240289999999994e-09,9.691724189999999517e-01,5.000000000000000278e-02
6.847561969999999576e+01,2.244596319999999853e-02,1.160267430000000016e-01,2.050240289999999994e-09,9.691724189999999517e-01,5.000000000000000278e-02
6.847561969999999576e+01,2.244596319999999853e-02,1.160267430000000016e-01,2.050240289999999994e-09,9.691724189999999517e-01,5.000000000000000278e-02
6.847561969999999576e+01,2.244596319999999853e-02,1.160267430000000016e-01,2.050240289999999994e-09,9.691724189999999517e-01,5.000000000000000278e-02
6.847561969999999576e+01,2.244596319999999853e-02,1.160267430000000016e-01,2.050240289999999994e-09,9.691724189999999517e-01,5.000000000000000278e-02
6.847561969999999576e+01,2.244596319999999853e-02,1.160267430000000016e-01,2.050240289999999994e-09,9.691724189999999517e-01,5.000000000000000278e-02
6.847561969999999576e+01,2.244596319999999853e-02,1.160267430000000016e-01,2.050240289999999994e-09,9.691724189999999517e-01,5.000000000000000278e-02
6.847561969999999576e+01,2.244596319999999853e-02,1.160267430000000016e-01,2.050240289999999994e-09,9.691724189999999517e-01,5.000000000000000278e-02
6.847561969999999576e+01,2.244596319999999853e-02,1.160267430000000016e-01,2.050240289999999994e-09,9.691724189999999517e-01,5.000000000000000278e-02
6.847561969999999576e+01,2.244596319999999853e-02,1.160267430000000016e-01,2.050240289999999994e-09,9.691724189999999517e-01,5.000000000000000278e-02
6.847561969999999576e+01,2.244596319999999853e-02,1.160267430000000016e-01,2.050240289999999994e-09,9.691724189999999517e-01,5.000000000000000278e-02
6.847561969999999576e+01,2.244596319999999853e-02,1.160267430000000016e-01,2.050240289999999994e-09,9.691724189999999517e-01,5.000000000000000278e-02
6.847561969999999576e+01,2.244596319999999853e-02,1.160267430000000016e-01,2.050240289999999994e-09,9.691724189999999517e-01,5.000000000000000278e-02
